Directory,Status,Duration,SUs,Failure Reason,Vol Error (AF),Vol Error (%),Max WSEL Err,Start Time,End Time,Failure Info,Max WSE (ft),Max Depth (ft),Max Velocity (ft/s),Max Volume (ft^3),Max Flow Balance (ft^3/s),Max Wind (ft/s),Mean BC (ft),Max BC (ft)
S0721,Success,7h 53m 7s,24,,18052.0,0.2822,0.19,Jul 22 18:37,Jul 23 02:30,,327.66,8.08,7.3,560443520.0,176018.59,,0.39,8.24
S0722,Success,8h 37m 46s,27,,22038.0,0.2911,2.34,Jul 22 18:40,Jul 23 03:18,,327.66,14.13,11.55,596250304.0,219588.58,,0.58,11.55
S0723,Success,6h 42m 44s,21,,20351.0,0.2879,2.2,Jul 22 18:34,Jul 23 01:17,,327.66,19.37,10.32,631619264.0,332548.09,,1.36,9.27
S0724,Success,7h 49m 50s,24,,19662.0,0.2618,0.28,Jul 22 18:37,Jul 23 02:27,,327.66,10.12,7.15,585646912.0,190401.66,,0.77,8.24
S0726,Success,3h 19m 24s,12,,8563.0,0.2017,0.81,Jul 22 18:33,Jul 22 21:52,,327.66,5.77,6.62,558082368.0,154440.92,,0.61,8.24
S0725,Success,6h 24m 35s,21,,17080.0,0.2919,0.1,Jul 22 18:36,Jul 23 01:01,,327.66,8.17,5.8,558455808.0,157992.44,,0.33,8.24
S0727,Success,4h 32m 18s,15,,10397.0,0.1951,0.15,Jul 22 18:33,Jul 22 23:05,,327.66,6.03,6.74,576643072.0,153464.08,,0.35,8.24
S0728,Success,8h 30m 43s,27,,20808.0,0.276,2.19,Jul 22 18:39,Jul 23 03:10,,327.66,14.13,11.55,596061760.0,217414.73,,0.58,11.55
S0729,Success,8h 52m 18s,27,,44823.0,0.5914,2.31,Jul 22 18:40,Jul 23 03:32,,327.66,14.13,11.55,596000448.0,218110.84,,0.58,11.55
S0731,Success,9h 45m 12s,30,,29504.0,0.3279,1.2,Jul 22 18:40,Jul 23 04:25,,327.66,19.74,8.79,647654272.0,317508.72,,1.38,8.26
S0730,Success,6h 51m 45s,21,,20005.0,0.3237,0.15,Jul 22 18:37,Jul 23 01:29,,327.66,6.03,5.97,577586880.0,149882.94,,0.37,8.24
S0732,Success,5h 20m 27s,18,,14249.0,0.2707,2.0,Jul 22 18:34,Jul 22 23:54,,327.66,8.99,7.35,582106688.0,318145.66,,0.65,8.24
S0734,Success,4h 26m 0s,15,,8886.0,0.1842,0.39,Jul 22 18:35,Jul 22 23:01,,327.66,7.04,6.28,572692608.0,137601.55,,0.55,8.24
S0733,Success,8h 44m 2s,27,,23809.0,0.3488,0.17,Jul 22 18:40,Jul 23 03:24,,327.66,8.31,6.82,576541120.0,172920.11,,0.43,8.24
S0736,Success,6h 12m 20s,21,,14977.0,0.2904,0.09,Jul 22 18:36,Jul 23 00:48,,327.66,6.72,5.33,557802816.0,126423.64,,0.37,8.24
S0735,Success,7h 37m 35s,24,,16967.0,0.2558,0.18,Jul 22 18:37,Jul 23 02:15,,327.66,7.11,6.8,565480832.0,169963.44,,0.29,8.24
S0737,Success,6h 59m 10s,21,,16553.0,0.2915,0.18,Jul 22 18:36,Jul 23 01:35,,327.66,5.86,5.53,573853568.0,153470.8,,0.27,8.24
S0738,Success,5h 5m 25s,18,,11632.0,0.2352,0.87,Jul 22 18:33,Jul 22 23:39,,327.66,5.69,5.62,571942400.0,141824.05,,0.35,8.24
S0739,Success,10h 38m 31s,33,,28807.0,0.3807,3.93,Jul 22 18:42,Jul 23 05:20,,327.66,14.13,9.41,608722880.0,193460.53,,0.58,11.55
S0740,Success,8h 49m 13s,27,,23532.0,0.3088,2.5,Jul 22 18:38,Jul 23 03:27,,327.66,21.05,11.57,666681984.0,280030.03,,1.17,11.98
S0741,Success,5h 39m 39s,18,,12906.0,0.2198,2.87,Jul 22 18:35,Jul 23 00:14,,327.66,17.2,12.01,631781120.0,324571.62,,1.21,13.55
S0742,Success,4h 6m 1s,15,,8592.0,0.1741,2.55,Jul 22 18:33,Jul 22 22:39,,327.66,11.2,8.04,594160128.0,294103.78,,0.97,8.24
S0744,Success,6h 5m 5s,21,,16263.0,0.2945,0.07,Jul 22 18:36,Jul 23 00:41,,327.66,6.94,5.41,557796032.0,130933.61,,0.29,8.24
S0743,Success,8h 10m 34s,27,,20429.0,0.2805,0.32,Jul 22 18:40,Jul 23 02:50,,327.66,9.62,6.76,599412864.0,158500.19,,0.71,8.24
S0745,Success,6h 50m 10s,21,,17538.0,0.2896,0.14,Jul 22 18:37,Jul 23 01:27,,327.66,6.13,5.99,562550336.0,180648.16,,0.28,8.24
S0747,Success,6h 38m 17s,21,,16234.0,0.2467,0.17,Jul 22 18:35,Jul 23 01:13,,327.66,9.06,7.01,563968832.0,172484.94,,0.32,8.24
S0746,Success,8h 31m 50s,27,,19379.0,0.2729,2.38,Jul 22 18:38,Jul 23 03:10,,327.66,12.38,9.98,629546368.0,313781.16,,0.68,9.82
S0748,Success,4h 11m 31s,15,,8594.0,0.1569,2.39,Jul 22 18:34,Jul 22 22:45,,327.66,7.75,9.85,586810496.0,285093.62,,0.75,9.0
S0749,Success,6h 38m 8s,21,,16012.0,0.2279,1.94,Jul 22 18:35,Jul 23 01:13,,327.66,20.47,10.71,661433472.0,343596.03,,1.3,12.85
S0750,Success,8h 36m 28s,27,,20834.0,0.2764,2.06,Jul 22 18:41,Jul 23 03:18,,327.66,14.13,10.04,597744896.0,198797.33,,0.58,11.55
S0751,Success,5h 6m 31s,18,,13124.0,0.2455,0.16,Jul 22 18:34,Jul 22 23:40,,327.66,5.76,5.56,563286144.0,147813.92,,0.36,8.24
S0752,Success,4h 26m 35s,15,,11514.0,0.2356,0.12,Jul 22 18:33,Jul 22 22:59,,327.66,6.44,5.34,557795840.0,130861.45,,0.46,8.24
S0753,Success,6h 21m 12s,21,,16171.0,0.2644,0.22,Jul 22 18:35,Jul 23 00:56,,327.66,7.56,6.18,575405824.0,163951.53,,0.34,8.24
S0754,Success,7h 16m 6s,24,,17411.0,0.2602,1.45,Jul 22 18:38,Jul 23 01:54,,327.66,12.82,8.31,608434880.0,305429.34,,0.63,8.24
S0755,Success,8h 15m 58s,27,,20988.0,0.278,2.19,Jul 22 18:41,Jul 23 02:57,,327.66,14.13,9.98,598541696.0,199117.08,,0.58,11.55
S0756,Success,3h 44m 14s,12,,8969.0,0.1924,0.37,Jul 22 18:34,Jul 22 22:19,,327.66,8.78,7.7,576477952.0,276908.31,,0.79,8.24
S0758,Success,5h 35m 7s,18,,12929.0,0.2007,1.24,Jul 22 18:35,Jul 23 00:10,,327.66,10.7,8.21,619618176.0,254401.31,,1.17,8.24
S0757,Success,6h 15m 3s,21,,16875.0,0.2884,0.17,Jul 22 18:36,Jul 23 00:51,,327.66,5.86,5.64,573091712.0,145516.38,,0.33,8.24
S0759,Success,6h 12m 7s,21,,16311.0,0.2741,0.13,Jul 22 18:35,Jul 23 00:47,,327.66,6.66,5.88,560782528.0,182832.12,,0.36,8.24
S0760,Success,4h 45m 43s,15,,13031.0,0.2665,0.15,Jul 22 18:34,Jul 22 23:20,,327.66,5.52,5.28,569409984.0,122852.82,,0.28,8.24
S0762,Success,6h 27m 17s,21,,15560.0,0.2689,0.14,Jul 22 18:36,Jul 23 01:03,,327.66,7.5,5.61,559343360.0,158221.38,,0.34,8.24
S0761,Success,7h 19m 16s,24,,17292.0,0.2343,1.23,Jul 22 18:38,Jul 23 01:57,,327.66,12.45,8.59,603072896.0,268032.28,,0.67,8.24
S0763,Success,9h 5m 29s,30,,20624.0,0.2736,2.4,Jul 22 18:41,Jul 23 03:46,,327.66,14.13,10.12,597776640.0,201827.42,,0.58,11.55
S0764,Success,9h 53m 59s,30,,22216.0,0.2922,2.45,Jul 22 18:41,Jul 23 04:35,,327.66,14.13,9.81,604748928.0,197022.92,,0.58,11.55
S0766,Success,4h 19m 1s,15,,8471.0,0.1648,0.18,Jul 22 18:34,Jul 22 22:53,,327.66,11.98,7.36,588475456.0,289802.59,,1.0,8.24
S0765,Success,5h 36m 9s,18,,13139.0,0.2454,0.18,Jul 22 18:34,Jul 23 00:10,,327.66,5.87,5.51,562533440.0,153057.58,,0.46,8.24
S0768,Success,6h 36m 44s,21,,16811.0,0.3082,0.07,Jul 22 18:36,Jul 23 01:12,,327.66,5.55,5.26,557820608.0,128008.12,,0.27,8.24
S0767,Success,5h 53m 53s,18,,13736.0,0.2448,0.13,Jul 22 18:34,Jul 23 00:28,,327.66,8.34,6.21,568085440.0,145755.22,,0.52,8.24
S0769,Success,7h 7m 10s,24,,16869.0,0.259,0.19,Jul 22 18:36,Jul 23 01:43,,327.66,6.41,7.43,570588288.0,216749.03,,0.38,8.24
S0771,Success,4h 5m 44s,15,,9160.0,0.1831,0.21,Jul 22 18:34,Jul 22 22:39,,327.66,11.77,8.11,585187968.0,288074.06,,0.86,8.24
S0770,Success,8h 51m 6s,27,,19923.0,0.2493,0.52,Jul 22 18:40,Jul 23 03:31,,327.66,10.33,8.68,594717376.0,270536.72,,0.63,8.24
S0772,Success,5h 28m 31s,18,,12578.0,0.2204,0.19,Jul 22 18:35,Jul 23 00:03,,327.66,13.94,8.13,564483520.0,282514.62,,0.35,8.24
S0773,Success,6h 56m 52s,21,,16251.0,0.2371,0.19,Jul 22 18:36,Jul 23 01:33,,327.66,8.25,7.16,569821248.0,193245.23,,0.45,8.24
S0775,Success,3h 3m 6s,12,,6680.0,0.1543,0.19,Jul 22 18:33,Jul 22 21:36,,327.66,7.52,5.99,567547776.0,149400.48,,0.8,8.24
S0774,Success,6h 40m 8s,21,,16181.0,0.2473,0.69,Jul 22 18:36,Jul 23 01:16,,327.66,11.8,8.05,597484032.0,268417.03,,0.83,8.24
S0776,Success,7h 5m 47s,24,,16888.0,0.2495,0.19,Jul 22 18:37,Jul 23 01:43,,327.66,8.08,7.74,566161600.0,182624.84,,0.48,8.24
S0977,Success,7h 56m 33s,24,,19957.0,0.3178,1.86,Jul 22 18:37,Jul 23 02:33,,327.66,11.63,7.76,560105536.0,239653.11,,0.45,8.24
S0978,Success,7h 17m 40s,24,,17531.0,0.2584,0.35,Jul 22 18:37,Jul 23 01:55,,327.66,10.36,7.04,558558400.0,209227.77,,0.33,8.24
S0980,Success,9h 33m 4s,30,,23171.0,0.3067,2.19,Jul 22 18:42,Jul 23 04:15,,327.66,14.13,11.44,598284672.0,207796.45,,0.58,11.55
S0979,Success,7h 22m 25s,24,,17903.0,0.2633,0.19,Jul 22 18:37,Jul 23 02:00,,327.66,7.83,6.78,571672320.0,188337.31,,0.32,8.24
S0982,Success,6h 4m 38s,21,,13808.0,0.2337,1.18,Jul 22 18:35,Jul 23 00:40,,327.66,10.31,8.02,569402432.0,219534.36,,0.48,8.24
S0983,Success,4h 9m 20s,15,,9336.0,0.1847,0.54,Jul 22 18:34,Jul 22 22:43,,327.66,6.27,6.78,579583744.0,166414.89,,0.23,8.24
S0981,Success,8h 45m 40s,27,,20869.0,0.289,0.5,Jul 22 18:41,Jul 23 03:27,,327.66,10.25,7.89,563708672.0,234798.14,,0.33,8.24
S0984,Success,7h 54m 37s,24,,19275.0,0.2991,0.45,Jul 22 18:38,Jul 23 02:33,,327.66,8.03,6.36,572961152.0,224825.06,,0.36,8.24
S0985,Success,8h 24m 3s,27,,20852.0,0.3152,0.52,Jul 22 18:40,Jul 23 03:04,,327.66,5.75,5.98,560878080.0,172882.17,,0.29,8.24
S0987,Success,6h 15m 41s,21,,15720.0,0.2502,1.64,Jul 22 18:34,Jul 23 00:49,,327.66,11.09,9.47,581244096.0,262637.78,,0.81,8.24
S0986,Success,10h 11m 10s,33,,24982.0,0.3286,2.39,Jul 22 18:41,Jul 23 04:52,,327.66,14.13,10.41,599209920.0,252636.05,,0.58,11.55
S0988,Success,5h 53m 40s,18,,13445.0,0.22,1.29,Jul 22 18:34,Jul 23 00:28,,327.66,10.44,8.17,558946560.0,201694.08,,0.37,8.24
S0989,Success,6h 39m 54s,21,,17830.0,0.3138,0.15,Jul 22 18:38,Jul 23 01:18,,327.66,6.6,5.75,557796736.0,142667.09,,0.3,8.24
S0990,Success,7h 1m 7s,24,,17056.0,0.2544,0.16,Jul 22 18:37,Jul 23 01:38,,327.66,9.63,8.32,563716736.0,261191.2,,0.52,8.24
S0991,Success,8h 5m 58s,27,,21927.0,0.3235,0.16,Jul 22 18:38,Jul 23 02:44,,327.66,6.16,6.67,572958272.0,172742.62,,0.37,8.24
S0992,Success,8h 58m 22s,27,,22210.0,0.2931,2.4,Jul 22 18:41,Jul 23 03:39,,327.66,14.13,11.51,595977600.0,220237.72,,0.58,11.55
S0993,Success,7h 15m 39s,24,,21766.0,0.3224,1.31,Jul 22 18:38,Jul 23 01:53,,327.66,14.47,9.26,615188032.0,332699.84,,0.9,8.24
S0994,Success,7h 0m 32s,24,,17784.0,0.2857,0.22,Jul 22 18:37,Jul 23 01:38,,327.66,6.15,6.32,578865472.0,169350.97,,0.32,8.24
S0995,Success,5h 29m 28s,18,,14196.0,0.2752,0.46,Jul 22 18:35,Jul 23 00:04,,327.66,7.12,5.99,561019584.0,168437.44,,0.34,8.24
S0996,Success,4h 14m 12s,15,,10254.0,0.2196,0.16,Jul 22 18:34,Jul 22 22:49,,327.66,5.92,6.08,566114048.0,161539.45,,0.26,8.24
S0997,Success,8h 48m 4s,27,,20925.0,0.2774,2.3,Jul 22 18:41,Jul 23 03:29,,327.66,14.13,11.52,596265344.0,219313.92,,0.58,11.55
S0998,Success,7h 10m 54s,24,,18787.0,0.2761,0.17,Jul 22 18:37,Jul 23 01:48,,327.66,9.11,6.76,578153280.0,166773.52,,0.58,8.24
S0999,Success,8h 40m 21s,27,,22401.0,0.2948,2.31,Jul 22 18:40,Jul 23 03:20,,327.66,14.13,11.48,597606400.0,230510.31,,0.58,11.55
S1000,Success,6h 22m 19s,21,,17281.0,0.2998,0.16,Jul 22 18:36,Jul 23 00:58,,327.66,6.08,6.32,571775232.0,148448.84,,0.34,8.24
S1001,Success,3h 46m 22s,12,,9771.0,0.2165,0.16,Jul 22 18:33,Jul 22 22:20,,327.66,5.78,5.57,563340736.0,130286.52,,0.6,8.24
S1003,Success,6h 53m 31s,21,,13795.0,0.2262,0.21,Jul 22 18:34,Jul 23 01:28,,327.66,6.16,7.53,569440192.0,190966.81,,0.33,8.24
S1004,Success,6h 35m 14s,21,,13188.0,0.2196,0.16,Jul 22 18:34,Jul 23 01:09,,327.66,8.51,7.55,566415424.0,179130.88,,0.48,8.24
S1002,Success,9h 49m 42s,30,,20975.0,0.2778,2.31,Jul 22 18:41,Jul 23 04:30,,327.66,14.13,10.28,596116352.0,218497.98,,0.58,11.55
S1005,Success,9h 47m 8s,30,,21517.0,0.2846,1.95,Jul 22 18:40,Jul 23 04:27,,327.66,14.13,10.28,596075456.0,217224.19,,0.58,11.55
S1006,Success,10h 27m 45s,33,,17618.0,0.2966,0.12,Jul 23 16:45,Jul 24 03:12,,,,,,,,,
S1007,Success,10h 8m 59s,33,,17476.0,0.2695,0.15,Jul 23 16:44,Jul 24 02:53,,,,,,,,,
S1008,Success,9h 21m 12s,30,,13875.0,0.2446,0.17,Jul 23 16:41,Jul 24 02:03,,,,,,,,,
S1009,Success,9h 15m 37s,30,,17062.0,0.2789,0.13,Jul 23 16:44,Jul 24 02:00,,,,,,,,,
S1010,Success,9h 26m 4s,30,,20563.0,0.2589,0.14,Jul 23 16:47,Jul 24 02:13,,,,,,,,,
S1011,Success,11h 34m 20s,36,,20061.0,0.3169,0.13,Jul 23 16:47,Jul 24 04:21,,,,,,,,,
S1012,Success,11h 56m 55s,36,,22269.0,0.3102,0.35,Jul 23 16:47,Jul 24 04:44,,,,,,,,,
S1013,Success,7h 54m 24s,24,,17701.0,0.2747,0.52,Jul 23 16:45,Jul 24 00:40,,,,,,,,,
S1014,Success,8h 55m 2s,27,,22210.0,0.2834,3.48,Jul 23 16:45,Jul 24 01:40,,,,,,,,,
S1015,Success,9h 28m 36s,30,,16847.0,0.246,0.21,Jul 23 16:43,Jul 24 02:12,,,,,,,,,
S1016,Success,11h 50m 29s,36,,28451.0,0.3405,2.42,Jul 23 16:46,Jul 24 04:37,,,,,,,,,
S1017,Success,5h 32m 20s,18,,7942.0,0.1727,0.14,Jul 23 16:41,Jul 23 22:14,,,,,,,,,
S1018,Success,7h 35m 51s,24,,16959.0,0.2679,0.12,Jul 23 16:44,Jul 24 00:20,,,,,,,,,
S1019,Success,11h 1m 47s,36,,33115.0,0.3482,3.82,Jul 23 16:47,Jul 24 03:48,,,,,,,,,
S1020,Success,8h 27m 28s,27,,17526.0,0.2504,0.22,Jul 23 16:45,Jul 24 01:13,,,,,,,,,
S1021,Success,12h 6m 39s,39,,20966.0,0.2777,2.17,Jul 23 16:49,Jul 24 04:55,,,,,,,,,
S1022,Success,12h 4m 45s,39,,20944.0,0.249,0.96,Jul 23 16:47,Jul 24 04:52,,,,,,,,,
S1023,Success,11h 14m 30s,36,,16263.0,0.2328,1.36,Jul 23 16:44,Jul 24 03:58,,,,,,,,,
S1024,Success,5h 11m 18s,18,,8425.0,0.1996,0.09,Jul 23 16:41,Jul 23 21:53,,,,,,,,,
S1025,Success,13h 13m 47s,42,,20177.0,0.2597,0.18,Jul 23 16:46,Jul 24 06:00,,,,,,,,,
S1026,Success,7h 20m 13s,24,,20082.0,0.3043,0.14,Jul 23 16:51,Jul 24 00:11,,,,,,,,,
S1027,Success,7h 54m 47s,24,,20791.0,0.276,1.95,Jul 23 16:54,Jul 24 00:49,,,,,,,,,
S1028,Success,6h 14m 14s,21,,16822.0,0.284,0.12,Jul 23 16:48,Jul 23 23:02,,,,,,,,,
S1029,Success,11h 1m 0s,36,,18269.0,0.2175,0.73,Jul 23 16:50,Jul 24 03:51,,,,,,,,,
S1030,Success,4h 57m 3s,15,,8237.0,0.1885,0.14,Jul 23 16:46,Jul 23 21:43,,,,,,,,,
S1031,Success,7h 12m 57s,24,,16932.0,0.2433,0.18,Jul 23 16:48,Jul 24 00:01,,,,,,,,,
S1032,Success,6h 24m 56s,21,,15963.0,0.2798,0.1,Jul 23 16:47,Jul 23 23:12,,,,,,,,,
S1033,Success,11h 14m 47s,36,,252007.0,3.274,4.52,Jul 23 16:54,Jul 24 04:09,,,,,,,,,
S1034,Success,5h 52m 56s,18,,24073.0,0.4143,2.71,Jul 23 16:46,Jul 23 22:39,,,,,,,,,
S1035,Success,6h 22m 53s,21,,31542.0,0.4954,2.33,Jul 23 16:47,Jul 23 23:09,,,,,,,,,
S1036,Success,7h 0m 21s,24,,22924.0,0.3063,3.13,Jul 23 16:47,Jul 23 23:47,,,,,,,,,
S1037,Success,6h 45m 1s,21,,18476.0,0.3042,0.18,Jul 23 16:50,Jul 23 23:35,,,,,,,,,
S1038,Success,7h 45m 1s,24,,16796.0,0.2614,0.79,Jul 23 16:48,Jul 24 00:33,,,,,,,,,
S1039,Success,9h 26m 33s,30,,20740.0,0.275,2.19,Jul 23 16:54,Jul 24 02:20,,,,,,,,,
S1040,Success,7h 50m 8s,24,,17651.0,0.2825,0.34,Jul 23 16:50,Jul 24 00:40,,,,,,,,,
S1041,Success,8h 6m 57s,27,,17434.0,0.2636,2.84,Jul 23 16:49,Jul 24 00:56,,,,,,,,,
S1042,Success,7h 6m 35s,24,,18374.0,0.2688,2.26,Jul 23 16:46,Jul 23 23:52,,,,,,,,,
S1043,Success,12h 13m 23s,39,,58816.0,0.767,4.17,Jul 23 16:53,Jul 24 05:06,,,,,,,,,
S1044,Success,4h 32m 46s,15,,9354.0,0.1897,0.39,Jul 23 16:46,Jul 23 21:19,,,,,,,,,
S1045,Success,7h 57m 2s,24,,16916.0,0.2526,0.17,Jul 23 16:49,Jul 24 00:46,,,,,,,,,
S1046,Success,8h 3m 20s,27,,13651.0,0.2741,0.14,Jul 23 16:50,Jul 24 00:53,,,,,,,,,
S1048,Success,8h 14m 0s,27,,20734.0,0.275,2.44,Jul 23 16:59,Jul 24 01:13,,,,,,,,,
S1049,Success,6h 27m 32s,21,,16155.0,0.2675,0.22,Jul 23 16:53,Jul 23 23:20,,,,,,,,,
S1050,Success,7h 36m 37s,24,,18314.0,0.2511,1.7,Jul 23 16:55,Jul 24 00:32,,,,,,,,,
S1051,Success,8h 36m 19s,27,,21416.0,0.2826,2.31,Jul 23 16:58,Jul 24 01:35,,,,,,,,,
S1052,Success,3h 53m 5s,12,,9338.0,0.2007,0.18,Jul 23 16:50,Jul 23 20:43,,,,,,,,,
S1053,Success,3h 44m 20s,12,,8092.0,0.1641,0.18,Jul 23 16:50,Jul 23 20:34,,,,,,,,,
S1054,Success,7h 2m 2s,24,,17379.0,0.2566,0.24,Jul 23 16:55,Jul 23 23:57,,,,,,,,,
S1055,Success,5h 42m 43s,18,,13528.0,0.2042,2.34,Jul 23 16:52,Jul 23 22:34,,,,,,,,,
S1056,Success,7h 31m 6s,24,,17713.0,0.2249,1.62,Jul 23 16:55,Jul 24 00:26,,,,,,,,,
S1057,Success,6h 20m 17s,21,,16241.0,0.2475,1.01,Jul 23 16:52,Jul 23 23:13,,,,,,,,,
S1058,Success,3h 33m 56s,12,,8991.0,0.1954,0.22,Jul 23 16:50,Jul 23 20:24,,,,,,,,,
S1059,Success,11h 44m 7s,36,,20685.0,0.2744,2.16,Jul 23 16:58,Jul 24 04:42,,,,,,,,,
S1060,Success,3h 35m 39s,12,,8946.0,0.1962,0.15,Jul 23 16:50,Jul 23 20:26,,,,,,,,,
S1061,Success,8h 0m 59s,27,,20710.0,0.2751,2.44,Jul 23 16:58,Jul 24 00:59,,,,,,,,,
S1062,Success,5h 19m 45s,18,,12986.0,0.2253,0.87,Jul 23 16:50,Jul 23 22:10,,,,,,,,,
S1063,Success,11h 1m 0s,36,,19740.0,0.2599,0.59,Jul 23 16:59,Jul 24 04:00,,,,,,,,,
S1064,Success,6h 27m 39s,21,,16952.0,0.2766,0.14,Jul 23 16:52,Jul 23 23:20,,,,,,,,,
S1065,Success,5h 12m 21s,18,,12876.0,0.2202,0.73,Jul 23 16:50,Jul 23 22:03,,,,,,,,,
S1066,Success,4h 9m 57s,15,,9917.0,0.1905,0.15,Jul 23 16:51,Jul 23 21:01,,,,,,,,,
S1067,Success,7h 9m 20s,24,,20060.0,0.3221,0.19,Jul 23 17:01,Jul 24 00:10,,,,,,,,,
S1238,Success,11h 53m 39s,36,,22408.0,0.2973,2.31,Jul 23 17:03,Jul 24 04:56,,,,,,,,,
S1239,Success,7h 45m 47s,24,,21584.0,0.2961,1.63,Jul 23 16:58,Jul 24 00:44,,,,,,,,,
S1240,Success,7h 3m 24s,24,,17415.0,0.2526,0.74,Jul 23 16:57,Jul 24 00:00,,,,,,,,,
S1241,Success,9h 32m 4s,30,,23397.0,0.309,2.35,Jul 23 17:03,Jul 24 02:35,,,,,,,,,
S1242,Success,4h 21m 45s,15,,10059.0,0.214,1.37,Jul 23 16:55,Jul 23 21:16,,,,,,,,,
S1243,Success,6h 34m 7s,21,,16952.0,0.2711,0.14,Jul 23 16:57,Jul 23 23:31,,,,,,,,,
S1244,Success,5h 19m 3s,18,,13494.0,0.2469,0.89,Jul 23 16:55,Jul 23 22:14,,,,,,,,,
S1245,Success,8h 2m 14s,27,,20811.0,0.276,2.31,Jul 23 17:02,Jul 24 01:04,,,,,,,,,
S1246,Success,9h 51m 39s,30,,22240.0,0.3267,1.1,Jul 23 17:00,Jul 24 02:51,,,,,,,,,
S1247,Success,8h 8m 40s,27,,15250.0,0.2859,0.63,Jul 23 16:55,Jul 24 01:03,,,,,,,,,
S1248,Success,12h 24m 15s,39,,24802.0,0.3189,0.37,Jul 23 17:01,Jul 24 05:25,,,,,,,,,
S1249,Success,9h 13m 12s,30,,17013.0,0.2891,0.15,Jul 23 16:57,Jul 24 02:10,,,,,,,,,
S1250,Success,10h 22m 6s,33,,18299.0,0.2504,1.3,Jul 23 16:56,Jul 24 03:18,,,,,,,,,
S1251,Success,7h 18m 51s,24,,17876.0,0.2585,0.64,Jul 23 16:58,Jul 24 00:17,,,,,,,,,
S1252,Success,4h 4m 22s,15,,9907.0,0.2274,0.27,Jul 23 16:55,Jul 23 21:00,,,,,,,,,
S1253,Success,5h 11m 28s,18,,12529.0,0.2396,0.12,Jul 23 16:54,Jul 23 22:05,,,,,,,,,
S1254,Success,8h 40m 46s,27,,28579.0,0.3534,1.54,Jul 23 17:02,Jul 24 01:43,,,,,,,,,
S1255,Success,6h 36m 29s,21,,17851.0,0.2932,0.17,Jul 23 16:57,Jul 23 23:34,,,,,,,,,
S1256,Success,8h 26m 51s,27,,24460.0,0.3227,2.19,Jul 23 17:03,Jul 24 01:30,,,,,,,,,
S1257,Success,5h 56m 47s,18,,14252.0,0.2762,0.18,Jul 23 17:00,Jul 23 22:57,,,,,,,,,
S1258,Success,7h 22m 48s,24,,14741.0,0.2369,0.19,Jul 23 17:01,Jul 24 00:24,,,,,,,,,
S1259,Success,9h 37m 17s,30,,21253.0,0.3112,0.17,Jul 23 17:04,Jul 24 02:41,,,,,,,,,
S1260,Success,9h 33m 9s,30,,20108.0,0.303,0.16,Jul 23 17:03,Jul 24 02:36,,,,,,,,,
S1261,Success,7h 14m 15s,24,,16998.0,0.2878,0.14,Jul 23 17:01,Jul 24 00:15,,,,,,,,,
S1262,Success,9h 17m 38s,30,,21639.0,0.2867,2.47,Jul 23 17:04,Jul 24 02:22,,,,,,,,,
S1263,Success,7h 53m 29s,24,,20963.0,0.3143,0.21,Jul 23 17:01,Jul 24 00:55,,,,,,,,,
S1264,Success,5h 58m 3s,18,,14349.0,0.2475,0.17,Jul 23 16:58,Jul 23 22:56,,,,,,,,,
S1265,Success,8h 1m 7s,27,,13393.0,0.2241,1.07,Jul 23 16:58,Jul 24 00:59,,,,,,,,,
S1266,Success,10h 21m 17s,33,,21488.0,0.2934,0.16,Jul 23 17:03,Jul 24 03:25,,,,,,,,,
S1267,Success,8h 23m 16s,27,,17175.0,0.2824,0.11,Jul 23 17:00,Jul 24 01:24,,,,,,,,,
S1268,Success,10h 38m 58s,33,,20195.0,0.274,0.22,Jul 23 17:03,Jul 24 03:42,,,,,,,,,
S1269,Success,4h 53m 0s,15,,9312.0,0.2033,0.15,Jul 23 16:58,Jul 23 21:51,,,,,,,,,
S1270,Success,11h 53m 51s,36,,22327.0,0.2955,2.17,Jul 23 17:04,Jul 24 04:58,,,,,,,,,
S1271,Success,11h 35m 28s,36,,20921.0,0.2778,1.96,Jul 23 17:03,Jul 24 04:38,,,,,,,,,
S1272,Success,9h 29m 10s,30,,18618.0,0.2691,0.18,Jul 23 17:02,Jul 24 02:31,,,,,,,,,
S1273,Success,7h 27m 52s,24,,14060.0,0.2247,0.17,Jul 23 16:59,Jul 24 00:27,,,,,,,,,
S1274,Success,5h 23m 19s,18,,9651.0,0.1745,0.16,Jul 23 16:58,Jul 23 22:21,,,,,,,,,
S1275,Success,10h 59m 46s,33,,21135.0,0.2799,2.32,Jul 23 17:05,Jul 24 04:05,,,,,,,,,
S1276,Success,8h 40m 23s,27,,16988.0,0.2606,0.12,Jul 23 17:00,Jul 24 01:40,,,,,,,,,
S1277,Success,6h 38m 13s,21,,16802.0,0.3038,0.06,Jul 23 17:04,Jul 23 23:43,,,,,,,,,
S1278,Success,6h 21m 5s,21,,16370.0,0.2819,0.13,Jul 23 17:03,Jul 23 23:24,,,,,,,,,
S1279,Success,10h 33m 21s,33,,21143.0,0.2825,0.18,Jul 23 17:07,Jul 24 03:40,,,,,,,,,
S1280,Success,8h 42m 58s,27,,17684.0,0.2862,0.13,Jul 23 17:05,Jul 24 01:48,,,,,,,,,
S1281,Success,8h 38m 12s,27,,21199.0,0.2809,2.19,Jul 23 17:10,Jul 24 01:48,,,,,,,,,
